-0.044569,0.0018248,-0.0067205,151.14,7.8242e-06,0.3,2.2508e-07
-0.048051,0.015033,-0.0049359,148.37,5.1306e-06,0.29995,0.020999
-0.059268,0.013332,0.0032397,149.3,3.0089e-06,0.29982,0.041995
-0.066607,0.0072589,-0.0046852,151.26,1.3367e-06,0.2996,0.062982
-0.064599,0.0057131,-0.0053129,150.86,1.527e-09,0.29928,0.083957
-0.068299,0.01154,-0.0023452,150.94,-1.0993e-06,0.29888,0.10492
-0.066462,0.0019103,0.00093655,148.19,-2.0601e-06,0.29838,0.12586
-0.064399,-0.0022395,0.002031,151.02,-2.9668e-06,0.2978,0.14677
-0.048393,-0.010192,0.0052383,150.8,-3.8979e-06,0.29712,0.16766
-0.070153,-0.0071605,-0.0066094,148.55,-4.9251e-06,0.29636,0.18851
-0.07064,0.012232,-0.0055484,148.14,-6.1137e-06,0.29551,0.20933
-0.05163,0.0083247,0.0059163,148.6,-7.5232e-06,0.29456,0.23011
-0.052269,-0.0092088,0.0011909,150,-9.2077e-06,0.29353,0.25085
-0.064009,-0.0026222,0.0069591,151.47,-1.1216e-05,0.29241,0.27153
-0.064457,0.0050914,-0.0032817,149.01,-1.3594e-05,0.2912,0.29217
-0.054407,0.009503,0.0051032,150.03,-1.6382e-05,0.28991,0.31275
-0.068277,0.00018943,-0.0047306,151.86,-1.9617e-05,0.28852,0.33327
-0.057653,0.0099955,0.00038989,148.71,-2.3332e-05,0.28705,0.35372
-0.071138,-0.00054011,0.0022154,149.59,-2.756e-05,0.28549,0.37411
-0.065103,0.011867,-0.0040315,151.59,-3.2328e-05,0.28384,0.39443
-0.045559,-0.015067,0.00092117,148.44,-3.7662e-05,0.2821,0.41467
-0.070723,-0.00067932,-0.005002,149.26,-4.3586e-05,0.28028,0.43483
-0.057392,0.0013742,0.0070343,148.25,-5.0122e-05,0.27837,0.45491
-0.044857,-8.7236e-05,-0.0047788,148.33,-5.729e-05,0.27637,0.4749
-0.059423,0.0098061,0.00092513,150.75,-6.511e-05,0.27429,0.4948
-0.054351,-0.015206,0.0064765,151.77,-7.3599e-05,0.27212,0.5146
-0.073888,0.0021708,0.0029977,151.05,-8.2774e-05,0.26986,0.53431
-0.060869,0.00013442,-0.0030245,149.79,-9.2651e-05,0.26753,0.55391
-0.070127,0.010577,0.001363,150.87,-0.00010324,0.2651,0.57341
-0.060246,-0.0038666,0.0033395,151.54,-0.00011457,0.2626,0.59279
-0.069692,0.012787,-0.0042525,150.64,-0.00012664,0.26,0.61206
-0.047275,-0.012244,-0.0013036,148.23,-0.00013947,0.25733,0.63121
-0.063399,0.0031063,0.00083961,149.9,-0.00015306,0.25457,0.65024
-0.0632,0.014303,0.0071731,151.6,-0.00016745,0.25173,0.66915
-0.048431,-0.0034108,0.006777,151.49,-0.00018262,0.24881,0.68792
-0.054974,-0.0063798,0.0058242,150.26,-0.00019861,0.24581,0.70656
-0.0569,0.0084219,-0.0035068,149.1,-0.00021541,0.24272,0.72507
-0.054276,-0.0082333,-0.0020116,149.15,-0.00023304,0.23956,0.74343
-0.069403,0.014923,0.00059639,151.13,-0.00025151,0.23631,0.76165
-0.048685,0.0018808,0.0065622,151.2,-0.00027083,0.23299,0.77972
-0.06123,0.0018687,0.007496,150.33,-0.00029101,0.22959,0.79764
-0.049222,0.0064782,0.0042148,151.66,-0.00031206,0.22611,0.8154
-0.0513,0.0092793,-0.0018758,149.74,-0.000334,0.22255,0.83301
-0.046489,0.00023862,0.0011856,148.97,-0.00035682,0.21891,0.85045
-0.072676,-0.0037102,-0.0015746,150.25,-0.00038053,0.2152,0.86772
-0.070029,-0.0064235,0.0053312,151.71,-0.00040516,0.21141,0.88483
